id,label,left_host_id,left_host_name,left_neighbourhood_group,left_neighbourhood,left_latitude,left_longitude,left_room_type,left_price,left_minimum_nights,left_number_of_reviews,left_last_review,left_reviews_per_month,left_calculated_host_listings_count,left_availability_365,right_neighbourhood,right_host_id,right_host_name,right_neighbourhood_group,right_latitude,right_longitude,right_room_type,right_price,right_minimum_nights,right_number_of_reviews,right_last_review,right_reviews_per_month,right_calculated_host_listings_count,right_availability_365
12392592,0,67005410,Feliciano,,Centrum-West,,4.89926,Private room,104,2,107,2020-01-12,1.9,16,364,Centrum-West,67005410,Feliciano,,,4.89926,Private room,103,1,133,2020-09-06,2.82,16,365
45836338,0,178187873,Marcel And Pauline,,Centrum-Oost,52.36497,4.88061,Entire home/apt,56,2,6,2020-11-17,3.21,25,0,Centrum-Oost,178187873,Marcel And Pauline,,52.36497,4.88061,Entire home/apt,56,2,3,2020-11-04,1.8,25,0
41910011,0,316681026,Hotel Estheréa,,Centrum-West,52.37054,4.88865,Private room,111,1,1,2020-09-28,0.39,5,365,Centrum-West,316681026,Hotel Estheréa,,52.37054,4.88865,Private room,171,1,0,,,5,365
13897477,1,22715299,Sjoerd,,De Baarsjes - Oud-West,52.36245,4.86268,Private room,80,1,0,,,1,0,De Baarsjes - Oud-West,56754302,Shanna,,52.37282,4.86449,Entire home/apt,91,2,3,2016-08-15,0.06,1,0
39573172,0,29679961,Rob,,Oud-Oost,52.36187,4.92917,Entire home/apt,160,2,0,,,1,0,Watergraafsmeer,18831237,Lode,,52.35505,4.92917,Entire home/apt,180,2,6,2019-08-14,0.21,1,0
6893255,1,4223835,Tosca,,De Baarsjes - Oud-West,52.36705,4.85508,Entire home/apt,100,3,18,2019-12-30,0.27,1,0,Bos en Lommer,8561676,Vera,,52.37938,4.84802,Entire home/apt,125,7,2,2015-09-21,0.03,1,0
22383593,1,163687650,Sasa,,Oud-Noord,52.39301,4.94565,Private room,150,3,56,2020-03-07,1.56,1,365,Geuzenveld - Slotermeer,1612630,Thomas,,52.37349,4.82222,Entire home/apt,79,1,29,2019-03-09,1.05,1,0
38459144,0,77272371,Khalil,,De Pijp - Rivierenbuurt,52.35452,4.88852,Private room,28,1,2,2019-10-21,0.14,1,0,De Pijp - Rivierenbuurt,75200558,Scipio,,52.35664,4.88852,Entire home/apt,85,1,10,2016-09-25,0.18,1,0
8037965,1,17097221,Mario,,Bos en Lommer,52.37697,4.84849,Private room,68,1,2,2015-09-07,0.03,1,0,De Baarsjes - Oud-West,22715299,Sjoerd,,52.36245,4.86268,Private room,80,1,0,,,1,0
18414048,1,7858255,Dick,,Noord-Oost,52.38682,4.9592,Entire home/apt,130,3,10,2019-08-07,0.23,1,0,Oud-Oost,205725069,Floor,,52.35769,4.91017,Entire home/apt,150,2,10,2020-02-16,0.38,1,70
41912003,0,316681026,Hotel Estheréa,,Centrum-West,52.37054,4.88865,Private room,171,1,0,,,5,365,Centrum-West,316681026,Hotel Estheréa,,52.37054,4.88865,Private room,186,1,0,,,5,365
21089325,1,127500048,Alexander,,Buitenveldert - Zuidas,52.33599,4.8707,Entire home/apt,120,1,3,2017-10-22,0.08,1,0,De Pijp - Rivierenbuurt,174165948,Pg,,52.34769,4.90896,Private room,70,1,1,2019-03-04,0.05,1,177
15387655,1,38812056,Beau,,Centrum-Oost,52.36016,4.89476,Entire home/apt,120,2,4,2017-01-01,0.08,1,0,De Pijp - Rivierenbuurt,26843240,Maarten,,52.35629,4.8957,Entire home/apt,96,1,34,2020-08-31,0.81,4,77
39435147,0,89066963,Michiel,,De Baarsjes - Oud-West,52.36496,4.87746,Entire home/apt,149,2,10,2020-06-01,0.76,1,0,Oostelijk Havengebied - Indische Buurt,113686852,Marlou,,,4.93821,Entire home/apt,149,2,7,2019-04-23,0.31,1,0
1829726,0,9571458,Myrthe,,Oud-Oost,52.35728,4.91571,Entire home/apt,115,2,14,2017-08-29,0.16,1,0,Oud-Oost,14842265,Diederik,,52.35497,4.91571,Entire home/apt,100,2,30,2020-02-23,0.47,1,0
44070315,1,34408178,Charissa,,Oud-Noord,52.38593,4.9038,Entire home/apt,124,4,0,,,1,358,De Pijp - Rivierenbuurt,135473718,Rob,,52.34143,4.90168,Entire home/apt,130,1,5,2017-07-29,0.12,1,0
13792014,1,56754302,Shanna,,De Baarsjes - Oud-West,52.37282,4.86449,Entire home/apt,91,2,3,2016-08-15,0.06,1,0,Bos en Lommer,8561676,Vera,,52.37938,4.84802,Entire home/apt,125,7,2,2015-09-21,0.03,1,0
5763318,0,19035647,Maarten,,De Baarsjes - Oud-West,52.35997,4.85891,Private room,48,2,2,2016-10-26,0.03,1,0,De Baarsjes - Oud-West,14107640,Diana,,52.37322,4.85891,Entire home/apt,95,2,9,2016-02-13,0.12,1,0
28223521,1,66881898,Joanne,,Oostelijk Havengebied - Indische Buurt,52.35977,4.93629,Entire home/apt,110,2,6,2019-10-05,0.27,1,0,Westerpark,59734201,Marissa,,52.37183,4.86699,Entire home/apt,85,1,3,2017-05-28,0.07,1,0
22703384,0,5755009,Josje,,De Baarsjes - Oud-West,52.3671,4.85489,Entire home/apt,200,2,8,2020-01-01,0.26,1,0,Zuid,92409194,Jos,,52.35074,4.85489,Entire home/apt,110,2,3,2017-05-28,0.07,1,0
17776635,1,121377177,Mitchell,,Oud-Oost,52.35149,4.91337,Entire home/apt,80,1,1,2017-04-24,0.02,1,0,Gaasperdam - Driemond,202766090,Brom,,52.29531,4.98676,Private room,50,1,18,2018-12-09,0.62,1,0
20220404,0,144056384,Hilde,,De Baarsjes - Oud-West,52.3732,4.86214,Entire home/apt,115,2,13,2019-08-02,0.32,1,0,De Baarsjes - Oud-West,3723952,Gabriela,,52.37479,4.86214,Private room,60,2,2,2018-08-20,0.07,2,0
44070315,1,34408178,Charissa,,Oud-Noord,52.38593,4.9038,Entire home/apt,124,4,0,,,1,358,De Pijp - Rivierenbuurt,135593466,Tiel,,52.34242,4.90328,Entire home/apt,90,5,0,,,1,0
11109865,1,57712541,Stefan,,Zuid,52.34479,4.86305,Entire home/apt,145,4,5,2016-09-25,0.09,1,0,Bos en Lommer,1528466,Allysa,,52.37763,4.84778,Entire home/apt,80,2,3,2016-11-12,0.06,1,0
290701,0,1491565,David,,Centrum-West,,4.9,Private room,70,3,324,2020-09-14,3.02,2,335,Centrum-West,1491565,David,,,4.9,Private room,70,3,280,2020-09-14,2.59,2,302
6301840,0,32593335,Christina,,Centrum-Oost,52.37101,4.90415,Entire home/apt,145,2,0,,,1,0,De Pijp - Rivierenbuurt,35449792,Yolanda,,52.35799,4.90415,Entire home/apt,110,21,0,,,1,0
40534368,0,12412862,Irina,,De Pijp - Rivierenbuurt,52.35613,4.88815,Entire home/apt,150,2,1,2020-01-02,0.09,1,0,De Pijp - Rivierenbuurt,126595184,Roland,,52.34945,4.88815,Entire home/apt,123,2,10,2019-06-14,0.23,1,0
29272315,0,218099270,Helene,,De Pijp - Rivierenbuurt,,4.90325,Entire home/apt,189,2,7,2020-01-03,0.27,2,0,De Pijp - Rivierenbuurt,218099270,Helene,,,4.90325,Private room,74,2,7,2019-01-01,0.27,2,0
20884961,1,53589593,Sang,,De Baarsjes - Oud-West,52.36668,4.87054,Entire home/apt,70,3,0,,,1,0,Geuzenveld - Slotermeer,1612630,Thomas,,52.37349,4.82222,Entire home/apt,79,1,29,2019-03-09,1.05,1,0
45539504,0,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Shared room,54,1,0,,,12,241,Oud-Noord,243878598,Bunk,,52.3881,4.91438,Private room,141,1,0,,,12,244
4947466,0,4562355,Tom,,Centrum-West,52.36749,4.88923,Entire home/apt,204,2,50,2020-08-30,0.69,1,0,De Pijp - Rivierenbuurt,142165879,Erik,,52.35655,4.88923,Entire home/apt,380,2,9,2019-08-11,0.31,1,0
9234842,0,48001775,Mirjam And Perry,,De Baarsjes - Oud-West,52.3737,4.86054,Entire home/apt,200,3,7,2020-01-02,0.12,1,6,Centrum-West,273502705,Martin,,,4.89831,Entire home/apt,200,3,2,2019-08-24,0.12,1,0
19045363,0,55788542,Martine,,Oostelijk Havengebied - Indische Buurt,52.36445,4.93486,Entire home/apt,119,2,17,2018-08-14,0.41,1,0,Oostelijk Havengebied - Indische Buurt,5319460,Joost,,52.36681,4.93486,Entire home/apt,130,2,14,2017-01-15,0.21,1,0
10533619,0,7843078,Maurits,,Centrum-West,52.37648,4.89072,Entire home/apt,183,3,0,,,1,0,De Pijp - Rivierenbuurt,5806540,Annelies,,52.35473,4.89072,Entire home/apt,115,3,45,2020-03-10,0.97,1,0
5427980,0,26295351,Michelle,,Centrum-West,52.37629,4.89173,Private room,79,2,64,2018-01-21,0.91,6,0,Centrum-West,26295351,Michelle,,,4.89173,Private room,79,2,41,2018-01-06,0.61,6,0
44410492,0,36596694,Pavlos,,Centrum-Oost,52.36956,4.9288,Entire home/apt,222,7,0,,,1,0,Centrum-Oost,6488908,Paulien,,52.36867,4.9288,Entire home/apt,125,3,0,,,1,0
19528615,1,86445082,Niels,,Gaasperdam - Driemond,52.30057,4.98696,Entire home/apt,70,2,32,2020-08-31,0.79,1,88,Westerpark,186467653,Joey,,52.38207,4.87308,Entire home/apt,600,1,0,,,2,0
25151394,0,26731729,Debby,,De Baarsjes - Oud-West,52.36377,4.85596,Entire home/apt,150,2,2,2018-07-27,0.07,1,0,De Baarsjes - Oud-West,3305431,Anna,,52.37032,4.85596,Private room,93,2,15,2020-03-08,0.89,1,0
3986654,0,20663524,Frank,,Centrum-Oost,52.36012,4.90342,Entire home/apt,115,3,6,2015-04-06,0.08,1,0,Centrum-Oost,16272365,Bo,,52.37308,4.90342,Entire home/apt,245,3,3,2019-06-06,0.14,1,0
31334989,1,234582802,Jolijn,,Centrum-Oost,52.3595,4.89489,Entire home/apt,200,5,0,,,1,0,Centrum-Oost,102063858,Peter,,52.3616,4.89684,Entire home/apt,99,4,0,,,2,0
45539565,0,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,81,1,0,,,12,244,Oud-Noord,243878598,Bunk,,52.3881,4.91438,Private room,141,1,0,,,12,244
44038728,0,114374789,Frederique,,Oud-Noord,52.39023,4.94715,Entire home/apt,100,2,7,2020-09-14,1.45,1,0,Watergraafsmeer,118703525,Regina,,52.35757,4.94715,Private room,68,2,26,2019-09-23,0.79,2,0
27771488,0,209684245,Eleenka,,Centrum-West,52.37569,4.88739,Entire home/apt,325,2,13,2018-10-29,0.47,1,0,Westerpark,16564018,Rick,,52.38988,4.88739,Entire home/apt,129,2,50,2017-07-02,0.76,1,0
12144529,0,1337596,Miika,,Bos en Lommer,52.37746,4.85873,Entire home/apt,160,3,5,2020-02-16,0.12,1,0,Bos en Lommer,3350807,Sezen & Jeroen,,52.37666,4.85873,Entire home/apt,153,3,9,2018-05-14,0.13,1,0
15608849,0,7968025,Ruud,,Oud-Oost,52.35787,4.91075,Entire home/apt,150,3,5,2016-12-12,0.1,1,0,De Baarsjes - Oud-West,259136462,Charlotte,,,4.85461,Entire home/apt,150,3,5,2020-02-14,0.27,1,0
39834768,0,6735211,Florian,,Centrum-Oost,52.37222,4.93124,Entire home/apt,250,4,1,2019-11-11,0.08,1,0,Centrum-Oost,62127910,Tobi,,52.37096,4.93124,Entire home/apt,130,4,34,2020-02-17,0.65,1,0
45854789,0,178187873,Marcel And Pauline,,Centrum-Oost,,4.88061,Entire home/apt,56,2,8,2020-11-16,4.53,25,0,Centrum-Oost,178187873,Marcel And Pauline,,,4.88061,Entire home/apt,99,2,5,2020-11-01,1.61,25,0
13584858,0,67005410,Feliciano,,Centrum-West,,4.89926,Private room,123,1,241,2020-09-27,4.47,16,358,Centrum-West,67005410,Feliciano,,,4.89926,Private room,104,1,164,2020-02-15,2.95,16,362
6372597,0,5189333,Rudi,,Centrum-West,52.37515,4.87864,Entire home/apt,300,2,64,2019-10-16,0.95,2,0,Westerpark,31479402,Nicole,,52.39067,4.87864,Entire home/apt,133,2,13,2016-07-04,0.19,1,0
21406847,0,152013045,Asile Flottant,,Oud-Noord,,4.91033,Entire home/apt,255,2,2,2018-11-18,0.06,6,364,Oud-Noord,152013045,Asile Flottant,,,4.91033,Entire home/apt,463,2,23,2020-02-23,0.69,6,362
31945032,0,237150404,The Flying Pig Downtown,,Centrum-West,,4.89624,Hotel room,25,1,31,2020-01-31,1.85,3,0,Centrum-West,237150404,The Flying Pig Downtown,,,4.89624,Hotel room,26,1,22,2020-08-15,1.27,3,0
12643722,1,68671201,Thomas,,Centrum-Oost,52.37016,4.91281,Entire home/apt,115,3,5,2016-08-08,0.09,1,0,Centrum-West,35354864,Kim,,52.38214,4.8856,Entire home/apt,107,3,1,2015-07-07,0.02,1,0
28239821,0,13229223,Oscar,,De Baarsjes - Oud-West,52.36552,4.87534,Entire home/apt,350,2,25,2020-03-31,0.91,1,0,Zuid,36507423,Pedro,,52.34538,4.87534,Entire home/apt,79,2,2,2017-04-21,0.04,2,0
12839657,1,66012359,Emilie,,De Baarsjes - Oud-West,52.36954,4.85687,Entire home/apt,157,2,0,,,1,0,De Baarsjes - Oud-West,17531663,Jan-Erik,,52.36526,4.864,Entire home/apt,90,2,6,2015-10-19,0.09,1,0
14210563,0,86272777,Wolbrand,,De Pijp - Rivierenbuurt,52.34643,4.89217,Entire home/apt,180,2,1,2016-10-24,0.02,1,0,De Pijp - Rivierenbuurt,83563137,Maxime,,52.34577,4.89217,Entire home/apt,120,2,12,2019-07-07,0.34,1,0
12444222,0,67005410,Feliciano,,Centrum-West,,4.89926,Private room,204,1,77,2020-09-06,1.36,16,365,Centrum-West,67005410,Feliciano,,,4.89926,Private room,73,1,187,2020-02-12,3.36,16,365
30059099,0,25603061,Craig,,Zuid,52.34855,4.84605,Entire home/apt,400,2,3,2020-02-23,0.13,2,0,Zuid,21257548,Sophie,,52.35211,4.84605,Entire home/apt,110,2,5,2019-09-08,0.31,1,0
20842117,1,149544570,Susan,,De Baarsjes - Oud-West,52.36219,4.86384,Entire home/apt,119,3,6,2017-12-20,0.15,1,0,Bos en Lommer,30910078,Kora,,52.38313,4.8572,Entire home/apt,103,3,9,2018-11-26,0.25,1,0
18944774,0,62950784,Cheryl,,Westerpark,52.38963,4.8796,Entire home/apt,99,2,0,,,1,0,Centrum-West,48388687,Malkanthi,,52.37519,4.8796,Entire home/apt,99,2,15,2018-06-30,0.25,1,0
17459338,0,3476847,Mathieu,,De Baarsjes - Oud-West,52.3631,4.87833,Entire home/apt,170,2,7,2018-04-08,0.15,1,0,Centrum-West,8239120,Kim,,52.37559,4.87833,Entire home/apt,155,2,10,2019-08-11,0.25,1,0
44160789,1,48158577,Eva,,De Baarsjes - Oud-West,52.37032,4.85291,Private room,20,1,12,2020-10-13,2.42,4,365,De Baarsjes - Oud-West,91551000,Stefan,,52.37076,4.85474,Private room,20,3,42,2020-11-05,2.26,1,31
25579925,0,3349629,Lotte,,Westerpark,52.38512,4.87543,Entire home/apt,350,3,19,2020-01-01,0.63,1,0,De Baarsjes - Oud-West,18212322,Alessandro,,52.36402,4.87543,Private room,105,3,15,2019-05-19,0.19,2,0
17776635,1,121377177,Mitchell,,Oud-Oost,52.35149,4.91337,Entire home/apt,80,1,1,2017-04-24,0.02,1,0,Geuzenveld - Slotermeer,137539904,Hassan,,52.37407,4.81214,Entire home/apt,62,1,0,,,2,0
25463991,0,9282300,Anja,,Centrum-Oost,,4.88867,Entire home/apt,345,7,1,2019-03-18,0.05,9,352,Centrum-Oost,9282300,Anja,,,4.88867,Entire home/apt,264,7,2,2019-11-16,0.13,9,365
6795287,1,35354864,Kim,,Centrum-West,52.38214,4.8856,Entire home/apt,107,3,1,2015-07-07,0.02,1,0,De Pijp - Rivierenbuurt,65597646,Yasmine,,52.35143,4.88929,Entire home/apt,120,2,6,2017-06-18,0.11,1,0
12078477,1,64729064,Daniella,,Bijlmer-Centrum,52.32226,4.95565,Entire home/apt,58,1,4,2016-05-08,0.07,1,0,Oud-Oost,14286314,Sterre,,52.35734,4.91261,Entire home/apt,50,10,0,,,1,0
27131529,1,4739729,Ron,,De Aker - Nieuw Sloten,52.34356,4.82144,Entire home/apt,114,3,16,2019-09-22,0.55,1,0,De Baarsjes - Oud-West,114610644,Hana,,52.36975,4.87103,Entire home/apt,140,2,13,2019-04-28,0.54,1,0
24458995,0,57234499,Saskia,,Buitenveldert - Zuidas,52.32357,4.85657,Entire home/apt,150,2,10,2018-10-28,0.35,2,0,De Baarsjes - Oud-West,3707028,Lishia,,52.36823,4.85657,Entire home/apt,200,2,1,2017-04-17,0.02,2,0
25316829,0,41811606,Vera,,Buitenveldert - Zuidas,52.32624,4.88357,Entire home/apt,180,2,4,2020-01-01,0.13,1,0,Centrum-West,84026433,Moniek,,52.37586,4.88357,Entire home/apt,150,2,9,2019-09-01,0.54,1,0
12996166,1,71627285,Kimberly,,De Pijp - Rivierenbuurt,52.34108,4.89531,Private room,35,5,1,2016-05-13,0.02,1,0,De Baarsjes - Oud-West,53589593,Sang,,52.36668,4.87054,Entire home/apt,70,3,0,,,1,0
38484240,0,28500782,Christine,,De Baarsjes - Oud-West,52.36766,4.87424,Entire home/apt,250,3,0,,,1,0,Westerpark,1031821,Christina,,52.37422,4.87424,Entire home/apt,169,3,11,2020-01-02,0.43,1,0
21116197,0,152013045,Asile Flottant,,Oud-Noord,,4.91033,Entire home/apt,463,2,17,2020-07-05,0.44,6,0,Oud-Noord,152013045,Asile Flottant,,,4.91033,Entire home/apt,453,2,10,2020-02-05,0.33,6,0
20842117,0,149544570,Susan,,De Baarsjes - Oud-West,52.36219,4.86384,Entire home/apt,119,3,6,2017-12-20,0.15,1,0,De Baarsjes - Oud-West,49480663,Mark,,52.36358,4.86384,Entire home/apt,99,3,4,2016-11-13,0.07,1,0
14443375,1,7348004,Hilde,,De Baarsjes - Oud-West,52.36378,4.86416,Private room,70,2,1,2017-07-19,0.02,1,0,Gaasperdam - Driemond,202766090,Brom,,52.29531,4.98676,Private room,50,1,18,2018-12-09,0.62,1,0
36546985,0,274743403,Sara,,Zuid,52.35569,4.88106,Entire home/apt,318,2,3,2019-08-21,0.19,1,0,Westerpark,26688399,Debbie,,52.38748,4.88106,Entire home/apt,90,2,5,2016-09-10,0.08,1,0
7232072,1,8561676,Vera,,Bos en Lommer,52.37938,4.84802,Entire home/apt,125,7,2,2015-09-21,0.03,1,0,Westerpark,69558824,Diana,,52.39098,4.87581,Entire home/apt,120,3,1,2016-05-26,0.02,1,0
19571518,1,137539904,Hassan,,Geuzenveld - Slotermeer,52.37407,4.81214,Entire home/apt,62,1,0,,,2,0,Geuzenveld - Slotermeer,1612630,Thomas,,52.37349,4.82222,Entire home/apt,79,1,29,2019-03-09,1.05,1,0
6423150,1,33510643,Willem,,Westerpark,52.37464,4.87443,Entire home/apt,1150,2,3,2016-03-30,0.05,1,0,Osdorp,298070567,Karin,,52.35721,4.80553,Entire home/apt,120,2,28,2020-08-06,1.98,1,71
3510339,0,17359905,Mark,,De Baarsjes - Oud-West,52.36268,4.85302,Private room,70,2,13,2019-07-07,0.38,2,0,Zuid,157758808,Lisa,,52.35649,4.85302,Entire home/apt,120,2,5,2019-03-09,0.16,2,0
9504507,1,14286314,Sterre,,Oud-Oost,52.35734,4.91261,Entire home/apt,50,10,0,,,1,0,Westerpark,12657324,Denise,,52.38327,4.87123,Entire home/apt,100,2,10,2017-08-20,0.17,1,0
17824583,1,3707028,Lishia,,De Baarsjes - Oud-West,52.36823,4.85657,Entire home/apt,200,2,1,2017-04-17,0.02,2,0,Bos en Lommer,22015311,Benjamin,,52.38431,4.84935,Entire home/apt,160,2,1,2019-04-30,0.05,1,0
28834483,0,63849872,Lucia,,De Baarsjes - Oud-West,52.36086,4.85127,Entire home/apt,150,2,1,2019-04-07,0.05,1,0,Zuid,88887089,Sjip,,52.34863,4.85127,Entire home/apt,85,2,2,2017-01-15,0.04,1,0
40146465,1,7729232,Dunya,,De Baarsjes - Oud-West,52.37185,4.84971,Entire home/apt,110,2,4,2020-01-12,0.34,1,0,De Baarsjes - Oud-West,8403686,Wieke,,52.37125,4.8589,Entire home/apt,154,4,14,2019-10-28,0.16,1,356
45539834,0,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,106,1,0,,,12,244,Oud-Noord,243878598,Bunk,,52.3881,4.91438,Private room,141,1,0,,,12,241
41526891,1,38822534,Jori,,Watergraafsmeer,52.33929,4.91931,Entire home/apt,300,10,0,,,1,0,Westerpark,31079636,Sander,,52.37394,4.87447,Entire home/apt,120,4,33,2019-09-08,0.49,1,0
22103495,0,159202526,Sonja,,Noord-West,52.40944,4.91607,Entire home/apt,88,3,0,,,1,0,Centrum-Oost,4901980,Mi Young,,52.36968,4.91607,Entire home/apt,95,1,0,,,1,0
22383593,1,163687650,Sasa,,Oud-Noord,52.39301,4.94565,Private room,150,3,56,2020-03-07,1.56,1,365,De Pijp - Rivierenbuurt,174165948,Pg,,52.34769,4.90896,Private room,70,1,1,2019-03-04,0.05,1,177
21089325,1,127500048,Alexander,,Buitenveldert - Zuidas,52.33599,4.8707,Entire home/apt,120,1,3,2017-10-22,0.08,1,0,Oud-Oost,62814875,Eglė,,52.3574,4.91491,Private room,130,1,12,2019-05-09,0.45,2,0
15251577,1,96829632,Marjolein,,Westerpark,52.38303,4.86996,Entire home/apt,80,3,2,2016-10-22,0.04,1,0,De Aker - Nieuw Sloten,210868597,Morillio,,52.35055,4.81134,Entire home/apt,150,2,0,,,1,180
4426990,0,5010813,Julie,,Oostelijk Havengebied - Indische Buurt,52.36454,4.93565,Entire home/apt,240,2,20,2020-01-02,0.33,1,0,Oud-Oost,25782037,Louis+Aimee,,52.3585,4.93565,Entire home/apt,100,2,11,2017-03-13,0.2,1,0
9446146,0,5196152,Manouk,,De Baarsjes - Oud-West,52.35822,4.85072,Entire home/apt,120,2,6,2016-10-17,0.1,1,0,Zuid,764888,Miriam,,52.35111,4.85072,Entire home/apt,95,2,2,2017-09-20,0.05,1,0
7359564,1,31024638,Roy,,De Pijp - Rivierenbuurt,52.35395,4.89161,Entire home/apt,125,2,3,2017-07-18,0.06,1,0,De Baarsjes - Oud-West,19122863,Hanne,,52.36175,4.85892,Entire home/apt,500,2,0,,,1,0
8037965,1,17097221,Mario,,Bos en Lommer,52.37697,4.84849,Private room,68,1,2,2015-09-07,0.03,1,0,De Pijp - Rivierenbuurt,51495732,Amy,,52.34568,4.89496,Private room,42,1,0,,,1,0
12898673,0,67005410,Feliciano,,Centrum-West,,4.89926,Private room,73,1,162,2020-08-26,2.92,16,360,Centrum-West,67005410,Feliciano,,,4.89926,Private room,93,1,1,2020-09-04,0.3,16,0
19888143,1,58572588,Pol,,Oostelijk Havengebied - Indische Buurt,52.36541,4.93918,Entire home/apt,140,2,12,2018-07-22,0.29,1,0,Noord-West,118623947,Olga,,52.4022,4.91314,Entire home/apt,42,2,7,2018-11-04,0.26,1,0
21766771,1,141088604,Benny,,De Baarsjes - Oud-West,52.37292,4.86132,Entire home/apt,110,2,2,2017-12-03,0.05,2,0,De Baarsjes - Oud-West,141088604,Benny,,52.37063,4.86225,Private room,95,2,2,2018-01-01,0.05,2,0
14443375,1,7348004,Hilde,,De Baarsjes - Oud-West,52.36378,4.86416,Private room,70,2,1,2017-07-19,0.02,1,0,Watergraafsmeer,118703525,Regina,,52.35603,4.94466,Entire home/apt,136,3,53,2019-09-13,1.22,2,0
12771199,1,57379159,Jochem,,Watergraafsmeer,52.34074,4.91937,Entire home/apt,148,3,27,2019-06-09,0.49,1,0,De Pijp - Rivierenbuurt,51495732,Amy,,52.34568,4.89496,Private room,42,1,0,,,1,0
4683947,1,24220387,Tessa,,Zuid,52.34729,4.85601,Entire home/apt,100,1,1,2015-01-02,0.01,1,0,De Baarsjes - Oud-West,56754302,Shanna,,52.37282,4.86449,Entire home/apt,91,2,3,2016-08-15,0.06,1,0
31466799,1,174165948,Pg,,De Pijp - Rivierenbuurt,52.34769,4.90896,Private room,70,1,1,2019-03-04,0.05,1,177,Centrum-Oost,73611120,Arlette,,52.3639,4.9045,Entire home/apt,130,7,3,2017-02-27,0.06,2,40
45539504,0,243878598,Bunk,,Oud-Noord,,4.91438,Shared room,54,1,0,,,12,241,Oud-Noord,243878598,Bunk,,,4.91438,Shared room,30,1,0,,,12,241
10331856,1,12657324,Denise,,Westerpark,52.38327,4.87123,Entire home/apt,100,2,10,2017-08-20,0.17,1,0,De Pijp - Rivierenbuurt,51495732,Amy,,52.34568,4.89496,Private room,42,1,0,,,1,0
6795287,1,35354864,Kim,,Centrum-West,52.38214,4.8856,Entire home/apt,107,3,1,2015-07-07,0.02,1,0,Bos en Lommer,17097221,Mario,,52.37697,4.84849,Private room,68,1,2,2015-09-07,0.03,1,0
45539735,0,243878598,Bunk,,Oud-Noord,,4.91438,Private room,104,1,0,,,12,0,Oud-Noord,243878598,Bunk,,,4.91438,Shared room,54,1,0,,,12,241
36633930,0,124623758,Claire,,De Pijp - Rivierenbuurt,52.34937,4.90609,Entire home/apt,85,8,0,,,1,0,Centrum-Oost,16697171,Janine,,52.372,4.90609,Entire home/apt,125,6,0,,,1,0
7232072,1,8561676,Vera,,Bos en Lommer,52.37938,4.84802,Entire home/apt,125,7,2,2015-09-21,0.03,1,0,Zuid,57712541,Stefan,,52.34479,4.86305,Entire home/apt,145,4,5,2016-09-25,0.09,1,0
2259650,0,8809927,Eveline,,De Pijp - Rivierenbuurt,52.34992,4.88794,Entire home/apt,110,2,0,,,1,0,De Pijp - Rivierenbuurt,3272465,Ineke,,52.35059,4.88794,Entire home/apt,115,2,0,,,1,0
13189183,1,73611120,Arlette,,Centrum-Oost,52.3639,4.9045,Entire home/apt,130,7,3,2017-02-27,0.06,2,40,De Baarsjes - Oud-West,58319663,Thijs,,52.37324,4.86349,Entire home/apt,100,1,0,,,1,0
45539834,0,243878598,Bunk,,Oud-Noord,,4.91438,Private room,106,1,0,,,12,244,Oud-Noord,243878598,Bunk,,,4.91438,Private room,70,1,0,,,12,0
39256004,0,89339671,Gretchen,,Bos en Lommer,52.37608,4.86236,Private room,60,1,6,2020-03-01,0.51,1,0,De Baarsjes - Oud-West,18582599,Robin,,52.37505,4.86236,Entire home/apt,77,1,2,2020-08-02,0.43,1,0
14166111,1,85709022,Huseyin,,Watergraafsmeer,52.35756,4.94717,Entire home/apt,100,4,5,2017-08-13,0.09,1,136,Noord-Oost,7858255,Dick,,52.38682,4.9592,Entire home/apt,130,3,10,2019-08-07,0.23,1,0
19003658,0,76290181,Vicky,,De Baarsjes - Oud-West,52.3664,4.86485,Entire home/apt,119,3,11,2017-09-20,0.26,1,0,Zuid,2668372,Jerzy,,52.34458,4.86485,Entire home/apt,235,3,1,2018-01-08,0.03,1,0
18766194,0,65859990,Martijn,,De Pijp - Rivierenbuurt,52.3517,4.89403,Entire home/apt,253,2,14,2018-01-14,0.33,81,0,Centrum-West,209230653,Stefano,,52.37519,4.89403,Private room,99,2,3,2020-10-18,0.57,2,0
20808378,0,13669861,Rinze,,De Baarsjes - Oud-West,52.3706,4.85734,Entire home/apt,85,3,0,,,1,0,De Baarsjes - Oud-West,342541090,Bob,,52.37195,4.85734,Entire home/apt,99,4,0,,,1,0
25331338,0,9282300,Anja,,Centrum-Oost,,4.88867,Entire home/apt,182,7,0,,,9,364,Centrum-Oost,9282300,Anja,,,4.88867,Entire home/apt,202,7,0,,,9,364
8726116,0,20737966,Alan,,Bos en Lommer,52.38391,4.84945,Private room,80,2,102,2020-03-17,1.62,1,0,De Baarsjes - Oud-West,41158764,Thom,,52.37074,4.84945,Entire home/apt,200,2,31,2019-06-30,0.61,1,0
45539565,0,243878598,Bunk,,Oud-Noord,52.3881,4.91438,Private room,81,1,0,,,12,244,Oud-Noord,243878598,Bunk,,52.3881,4.91438,Shared room,30,1,0,,,12,241
