MATCH_SCORE,ID_1,NAME_1,HOSTNAME_1,NEIGHB_1,LATITUDE_1,LONGITUDE_1,ROOM_TYPE_1,ID_2,NAME_2,HOSTNAME_2,NEIGHB_2,LATITUDE_2,LONGITUDE_2,ROOM_TYPE_2
98,967339,Target Inn Hotel,Target Inn Rome,I Centro Storico,4190291,1249388,Private room,23071758,Suite Target Inn Hotel,Target Inn Rome,I Centro Storico,4190126,1249581,Private room
98,561736,Room 2 - pvt bathroom near Colosseum,Luca-Paola - B&B In My Place,I Centro Storico,4189247,1251379,Private room,31354921,Room 2 - pvt bathroom - near Colosseum,Paola-Luca B&B In My Place,I Centro Storico,4189351,1251281,Private room
98,971672,St. Peter - Big and quiet apartment,Nicola,I Centro Storico,4191011,1246043,Entire home/apt,34446400,"St. Peter - Big, quite and comfortable apartment",Nicola,I Centro Storico,4191029,1245509,Entire home/apt
98,1084807,"St. Peter-Big, quiet & comfortable",Nicola,I Centro Storico,4190857,1245875,Entire home/apt,34446400,"St. Peter - Big, quite and comfortable apartment",Nicola,I Centro Storico,4191029,1245509,Entire home/apt
97,922212,Domus Diana - guest accomodation,Diana,I Centro Storico,418902,1250118,Private room,359979,Domus Diana,Diana,I Centro Storico,4189373,1250093,Private room
97,1112762,ROME CENTRE COLOSSEUM **WiFI **,Edo & Melany,I Centro Storico,4189066,1249715,Entire home/apt,576496,ROME CENTRE COLOSSEUM **Wi fi ! ***,Edo & Melany,I Centro Storico,4189073,124953,Entire home/apt
97,946986,Apartment Trastevere,Manuela,XII Monte Verde,4187894,1246725,Entire home/apt,648816,APARTMENT TRASTEVERE Nievo B8,Manuela,XII Monte Verde,4187984,1246801,Entire home/apt
97,946986,Apartment Trastevere,Manuela,XII Monte Verde,4187894,1246725,Entire home/apt,710876,Apartment at Trastevere Nievo 8people,Manuela,XII Monte Verde,4188056,1246623,Entire home/apt
97,946986,Apartment Trastevere,Manuela,XII Monte Verde,4187894,1246725,Entire home/apt,711027,APARTMENT TRASTEVERE NIEVO B2,Manuela,XII Monte Verde,4188073,1246791,Entire home/apt
97,946986,Apartment Trastevere,Manuela,XII Monte Verde,4187894,1246725,Entire home/apt,859809,Apartment at Trastevere Nievo B7,Manuela,XII Monte Verde,4188082,1246768,Entire home/apt
97,946986,Apartment Trastevere,Manuela,XII Monte Verde,4187894,1246725,Entire home/apt,797304,APARTMENT TRASTEVERE 8 people,Manuela,XII Monte Verde,4187931,124675,Entire home/apt
