id,label,left_host_id,left_host_name,left_neighbourhood_group,left_neighbourhood,left_latitude,left_longitude,left_room_type,left_price,left_minimum_nights,left_number_of_reviews,left_last_review,left_reviews_per_month,left_calculated_host_listings_count,left_availability_365,right_neighbourhood,right_host_id,right_host_name,right_neighbourhood_group,right_latitude,right_longitude,right_room_type,right_price,right_minimum_nights,right_number_of_reviews,right_last_review,right_reviews_per_month,right_calculated_host_listings_count,right_availability_365
28800381,0,217210393,Paola,Eixample,l'Antiga Esquerra de l'Eixample,,2.15713,Entire home/apt,43,32,0,,,7,76,l'Antiga Esquerra de l'Eixample,217210393,Paola,Eixample,,2.15713,Entire home/apt,44,32,0,,,7,77
21390932,1,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.39191,2.15172,Entire home/apt,104,1,71,2020-10-12,2.02,35,26,l'Antiga Esquerra de l'Eixample,139063900,Deco Apartments Barcelona,Eixample,41.3926,2.15234,Entire home/apt,119,1,64,2020-11-13,1.88,35,157
3536663,1,2009899,Goldy,Sant Martí,el Camp de l'Arpa del Clot,41.41047,2.18199,Entire home/apt,91,3,125,2020-01-04,1.62,1,329,la Sagrada Família,44384,Daniela,Eixample,41.41124,2.17508,Entire home/apt,99,30,74,2020-10-05,1.11,1,284
28104236,0,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,41.39014,2.15892,Hotel room,999,1,9,2020-02-27,0.37,11,0,l'Antiga Esquerra de l'Eixample,7104112,Tinika Sports Services Sl,Eixample,,2.15892,Hotel room,999,1,0,,,11,0
46635028,0,250042982,Arnau,Ciutat Vella,el Raval,41.38053,2.17229,Entire home/apt,48,1,0,,,18,363,el Raval,250042982,Arnau,Ciutat Vella,41.38053,2.17229,Entire home/apt,45,1,0,,,18,363
29842122,0,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,,2.16309,Hotel room,90,1,0,,,10,364,la Dreta de l'Eixample,23968212,The Hipstel Paseo De Gracia,Eixample,,2.16309,Hotel room,13,1,38,2020-02-21,1.52,10,364
112538,0,567180,Sandra,Eixample,la Sagrada Família,,2.1746,Entire home/apt,98,4,80,2020-07-15,0.69,19,145,la Sagrada Família,567180,Sandra,Eixample,,2.1746,Entire home/apt,97,2,15,2017-02-19,0.13,19,113
13807195,0,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,,2.1602,Entire home/apt,94,2,6,2020-03-02,0.25,28,353,la Dreta de l'Eixample,43565515,Homes In Blue,Eixample,,2.1602,Entire home/apt,109,2,3,2019-08-23,0.1,28,357
23067908,0,54820821,Albert,Eixample,la Sagrada Família,,2.17132,Entire home/apt,166,1,58,2020-03-20,1.67,20,177,la Sagrada Família,174751009,Albert,Eixample,,2.17132,Entire home/apt,61,1,47,2020-03-14,1.55,18,359
19817403,0,140007238,Oscar,Eixample,la Dreta de l'Eixample,,2.17233,Entire home/apt,150,2,53,2020-09-03,1.28,5,0,la Dreta de l'Eixample,140007238,Oscar,Eixample,,2.17233,Entire home/apt,43,2,78,2020-03-01,1.9,5,6
19693832,0,136349466,Ezio,Eixample,Sant Antoni,41.3782,2.1625,Private room,50,2,6,2018-01-01,0.14,1,0,Sant Antoni,40788593,Enzo,Eixample,,2.15524,Private room,50,2,0,,,1,181
24930010,1,86551441,Maria Soledad,Eixample,Sant Antoni,41.37539,2.16217,Entire home/apt,109,3,7,2019-09-24,0.25,33,15,el Poble Sec,21873399,Sol,Sants-Montjuïc,41.37371,2.16395,Entire home/apt,95,3,2,2019-04-01,0.07,36,365
1549710,0,3038197,Maria Antonia,Eixample,Sant Antoni,,2.15331,Private room,37,1,451,2020-11-02,5.1,6,179,Sant Antoni,3038197,Maria Antonia,Eixample,,2.15331,Private room,24,1,427,2020-12-04,5.71,6,347
42872227,0,64515600,Alguera Industria,Sant Martí,el Camp de l'Arpa del Clot,41.41152,2.17684,Entire home/apt,43,32,0,,,19,199,el Camp de l'Arpa del Clot,64515600,Alguera Industria,Sant Martí,41.41152,2.17684,Entire home/apt,43,32,0,,,19,199
45969756,0,5614931,Fisa Rentals,Eixample,la Dreta de l'Eixample,,2.17114,Entire home/apt,87,1,1,2020-10-27,0.57,40,351,la Dreta de l'Eixample,5614931,Fisa Rentals,Eixample,,2.17114,Entire home/apt,126,1,0,,,40,170
14105020,0,41807465,Casa-Barcelo-Hostel,Eixample,l'Antiga Esquerra de l'Eixample,,2.15383,Shared room,15,1,65,2020-02-22,1.23,18,292,l'Antiga Esquerra de l'Eixample,41807465,Casa-Barcelo-Hostel,Eixample,,2.15383,Shared room,15,1,78,2019-05-04,1.22,18,292
15488638,0,54820821,Albert,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40542,2.16913,Entire home/apt,178,1,138,2020-09-08,2.82,20,332,la Sagrada Família,54820821,Albert,Eixample,,2.17132,Entire home/apt,178,1,92,2020-10-04,2.26,20,359
23211660,0,171236207,My Space,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,,2.13795,Entire home/apt,82,1,5,2019-12-29,0.15,71,329,Sant Gervasi - Galvany,171236207,My Space,Sarrià-Sant Gervasi,,2.13795,Entire home/apt,82,1,27,2020-03-17,0.83,71,358
6088098,0,121825,C211,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,,2.14707,Entire home/apt,221,1,32,2020-08-24,0.48,18,363,Sant Gervasi - Galvany,121825,C211,Sarrià-Sant Gervasi,,2.14707,Entire home/apt,81,30,1,2020-06-28,0.17,18,292
9600936,0,32037490,SweetInn,Sants-Montjuïc,Sants,,2.14005,Entire home/apt,75,2,106,2020-10-27,1.81,84,349,Sants,32037490,SweetInn,Sants-Montjuïc,,2.14005,Entire home/apt,75,2,69,2020-08-18,1.38,84,349
29140533,0,8692594,Pablo,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40743,2.16203,Private room,50,1,0,,,1,0,el Camp d'en Grassot i Gràcia Nova,42624766,Juan,Gràcia,41.41217,2.16203,Private room,39,30,0,,,1,90
40080983,0,309223753,Olivia Rose,Eixample,el Fort Pienc,41.40031,2.18432,Private room,40,2,1,2019-11-14,0.08,1,0,el Fort Pienc,264186130,Tsaturyan,Eixample,41.40011,2.18432,Private room,50,2,7,2020-03-07,0.66,1,0
2603195,0,1405013,"Bcn Clols Apartments, S.L.",Eixample,la Dreta de l'Eixample,,2.17107,Entire home/apt,145,1,6,2019-06-06,0.11,15,298,la Dreta de l'Eixample,1405013,"Bcn Clols Apartments, S.L.",Eixample,,2.17107,Entire home/apt,145,1,24,2020-12-02,0.43,15,356
34959367,0,231937721,Rachel,Horta-Guinardó,la Font d'en Fargues,41.42703,2.16771,Private room,38,1,9,2019-10-06,0.47,1,0,el Raval,188748627,Phillipe,Ciutat Vella,41.38019,2.16771,Private room,40,1,90,2019-11-27,2.85,2,0
37695024,0,9929616,Pamela,Eixample,Sant Antoni,41.3811,2.16343,Private room,45,2,1,2019-11-30,0.08,4,15,el Barri Gòtic,263854222,Gaetano,Ciutat Vella,,2.18108,Private room,45,2,17,2019-09-29,0.9,1,90
45358628,0,2608358,Alícia,Eixample,la Sagrada Família,41.40537,2.17665,Private room,40,30,0,,,3,365,el Barri Gòtic,358827585,Alicia Kathy,Ciutat Vella,41.38184,2.17665,Private room,20,30,1,2020-09-03,0.28,1,365
33634238,0,253465692,Josep,Gràcia,la Vila de Gràcia,41.39822,2.15441,Entire home/apt,49,32,4,2020-03-31,0.22,15,145,la Vila de Gràcia,253465692,Josep,Gràcia,,2.15441,Entire home/apt,49,32,4,2020-09-30,0.24,15,320
42972552,1,312538029,Nomads Coliving,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38581,2.17875,Private room,31,31,0,,,25,32,"Sant Pere, Santa Caterina i la Ribera",312538029,Nomads Coliving,Ciutat Vella,41.38778,2.17833,Private room,31,31,0,,,25,51
13948483,0,42051443,Ale,Gràcia,la Vila de Gràcia,41.40175,2.16068,Private room,30,2,39,2018-11-23,0.72,1,0,l'Antiga Esquerra de l'Eixample,2006133,Bruce,Eixample,41.38712,2.16068,Private room,56,2,178,2020-03-15,2.24,2,0
41582891,0,58823630,Caroli,Ciutat Vella,el Barri Gòtic,41.38047,2.17603,Private room,48,4,0,,,2,365,la Dreta de l'Eixample,330330852,Viola,Eixample,41.39148,2.17603,Entire home/apt,515,31,0,,,2,196
814202,0,4260952,Marc,Sant Martí,el Poblenou,41.4027,2.20701,Entire home/apt,99,2,8,2020-02-23,0.4,10,264,el Poblenou,4260952,Marc,Sant Martí,,2.20701,Entire home/apt,99,2,3,2018-07-09,0.03,10,231
34730133,0,261933756,Alguera Napols,Eixample,la Dreta de l'Eixample,,2.17724,Entire home/apt,107,1,16,2020-10-29,1.06,8,365,la Dreta de l'Eixample,9171437,Hola,Eixample,,2.17724,Hotel room,307,1,3,2020-02-25,0.17,5,291
35118858,0,9171437,Hola,Eixample,la Dreta de l'Eixample,41.39689,2.17724,Hotel room,307,1,3,2020-02-25,0.17,5,291,la Dreta de l'Eixample,9171437,Hola,Eixample,41.39689,2.17724,Hotel room,301,1,85,2020-03-17,4.5,5,291
42872227,0,64515600,Alguera Industria,Sant Martí,el Camp de l'Arpa del Clot,,2.17684,Entire home/apt,43,32,0,,,19,199,el Camp de l'Arpa del Clot,64515600,Alguera Industria,Sant Martí,,2.17684,Entire home/apt,43,32,0,,,19,199
45970949,0,5614931,Fisa Rentals,Les Corts,les Corts,,2.14063,Entire home/apt,108,2,0,,,40,365,les Corts,5614931,Fisa Rentals,Les Corts,,2.14063,Entire home/apt,87,1,0,,,40,0
10621483,0,54820821,Albert,Eixample,la Sagrada Família,,2.17132,Entire home/apt,222,1,270,2020-06-26,4.6,20,231,la Sagrada Família,54820821,Albert,Eixample,,2.17132,Entire home/apt,222,1,92,2020-09-05,2.12,20,286
19586510,0,2291129,Marta And Emanuele,Eixample,la Dreta de l'Eixample,,2.16906,Entire home/apt,158,3,90,2020-08-16,2.16,10,169,la Dreta de l'Eixample,2291129,Marta And Emanuele,Eixample,,2.16906,Entire home/apt,104,3,90,2020-08-16,2.16,10,164
7576967,0,39726832,Miguel,Ciutat Vella,el Barri Gòtic,41.38208,2.17658,Private room,40,1,2,2015-08-16,0.03,1,0,el Barri Gòtic,154788425,Key Family Apartments,Ciutat Vella,41.38074,2.17658,Entire home/apt,252,1,40,2020-03-08,1.51,6,0
26801228,0,194635069,Valentina,Eixample,l'Antiga Esquerra de l'Eixample,41.38508,2.15713,Entire home/apt,44,32,0,,,10,77,l'Antiga Esquerra de l'Eixample,194635069,Valentina,Eixample,41.38508,2.15713,Entire home/apt,43,32,0,,,10,107
38257829,0,46159733,Wally,Sants-Montjuïc,Sants,,2.1366,Entire home/apt,49,2,33,2020-11-02,2.15,6,318,Sants,46159733,Wally,Sants-Montjuïc,,2.1366,Entire home/apt,49,2,41,2020-11-14,2.67,6,242
33729800,0,217210393,Paola,Eixample,l'Antiga Esquerra de l'Eixample,41.38508,2.15713,Entire home/apt,43,32,0,,,7,231,l'Antiga Esquerra de l'Eixample,194635069,Valentina,Eixample,,2.15713,Entire home/apt,43,32,0,,,10,291
922907,0,4906099,Jordi,Sants-Montjuïc,el Poble Sec,,2.16756,Entire home/apt,83,2,168,2020-03-03,2.08,11,0,el Poble Sec,4906099,Jordi,Sants-Montjuïc,,2.16756,Entire home/apt,125,2,135,2020-02-16,2.03,11,0
45948069,0,308683001,Sant Jordi Hostels,Eixample,l'Antiga Esquerra de l'Eixample,,2.16089,Shared room,29,1,0,,,15,1,l'Antiga Esquerra de l'Eixample,308683001,Sant Jordi Hostels,Eixample,,2.16089,Shared room,21,1,0,,,15,267
32855596,0,32037490,SweetInn,Eixample,la Nova Esquerra de l'Eixample,,2.15239,Entire home/apt,85,2,4,2019-05-07,0.19,84,152,la Nova Esquerra de l'Eixample,32037490,SweetInn,Eixample,,2.15239,Entire home/apt,94,2,19,2020-10-25,1.24,84,335
45970313,0,5614931,Fisa Rentals,Les Corts,les Corts,41.38521,2.14063,Entire home/apt,87,1,0,,,40,0,les Corts,5614931,Fisa Rentals,Les Corts,41.38521,2.14063,Entire home/apt,109,1,0,,,40,365
26519990,0,121825,C211,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,,2.14707,Entire home/apt,81,30,0,,,18,362,Sant Gervasi - Galvany,121825,C211,Sarrià-Sant Gervasi,,2.14707,Entire home/apt,214,1,50,2020-02-24,0.54,18,355
13811701,0,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,,2.16012,Entire home/apt,51,32,3,2018-07-24,0.06,28,152,la Dreta de l'Eixample,43565515,Homes In Blue,Eixample,,2.16012,Entire home/apt,46,32,0,,,28,1
34586908,1,260957219,Magdalena,Horta-Guinardó,la Teixonera,41.42398,2.14472,Private room,22,32,2,2019-10-31,0.12,7,362,Sant Genís dels Agudells,260957219,Magdalena,Horta-Guinardó,41.42553,2.13906,Private room,27,32,1,2019-09-04,0.06,7,362
13439317,1,3546535,P,Ciutat Vella,la Barceloneta,41.38072,2.18688,Entire home/apt,177,31,5,2020-10-04,0.11,2,1,la Barceloneta,3546535,P,Ciutat Vella,41.37719,2.18883,Entire home/apt,125,1,0,,,2,166
33092545,1,248178433,Jaime,Les Corts,les Corts,41.38986,2.14325,Private room,220,1,0,,,1,83,la Nova Esquerra de l'Eixample,108802495,Álvaro,Eixample,41.38302,2.14669,Entire home/apt,60,2,1,2020-02-23,0.1,4,0
10073088,0,51685071,Clerc,Sants-Montjuïc,el Poble Sec,41.37422,2.17087,Private room,30,1,0,,,1,0,la Dreta de l'Eixample,9874532,Cynthia,Eixample,41.39625,2.17087,Entire home/apt,74,31,0,,,1,365
42373718,0,32037490,SweetInn,Eixample,Sant Antoni,,2.1592,Entire home/apt,84,2,9,2020-10-30,0.92,84,268,Sant Antoni,32037490,SweetInn,Eixample,,2.1592,Entire home/apt,85,2,10,2020-10-31,1.05,84,348
6176958,0,32037490,SweetInn,Eixample,la Dreta de l'Eixample,,2.16895,Entire home/apt,85,2,71,2020-10-22,1.04,84,318,la Dreta de l'Eixample,8130906,Arina,Eixample,,2.16895,Entire home/apt,333,1,6,2019-10-08,0.14,40,1
44583401,0,348183948,D,Ciutat Vella,el Barri Gòtic,,2.17389,Entire home/apt,39,3,7,2020-11-23,1.62,5,13,el Barri Gòtic,316493984,Ruth Y Juan,Ciutat Vella,,2.17389,Entire home/apt,38,3,0,,,4,10
18918163,0,128959838,Jordi,Eixample,la Dreta de l'Eixample,41.3879,2.16803,Entire home/apt,225,1,50,2020-03-04,0.79,37,1,la Dreta de l'Eixample,128959838,Jordi,Eixample,,2.16803,Entire home/apt,225,1,7,2020-01-05,0.1,37,1
16483920,0,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,,2.15806,Entire home/apt,79,3,148,2020-10-29,3.06,35,47,l'Antiga Esquerra de l'Eixample,1432835,Angel,Eixample,,2.15806,Entire home/apt,100,3,146,2020-03-02,2.83,35,0
32432942,0,32037490,SweetInn,Eixample,la Nova Esquerra de l'Eixample,,2.15239,Entire home/apt,94,2,15,2020-11-12,0.69,84,0,la Nova Esquerra de l'Eixample,32037490,SweetInn,Eixample,,2.15239,Entire home/apt,92,2,11,2020-11-16,0.53,84,211
35400201,1,266467218,Ysamar,Sants-Montjuïc,el Poble Sec,41.37246,2.16567,Private room,36,7,0,,,1,365,el Barri Gòtic,349766269,Javi,Ciutat Vella,41.38271,2.17997,Private room,28,2,0,,,2,365
19184380,0,1838761,Paul,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,,2.14403,Entire home/apt,66,31,4,2020-10-25,0.09,10,343,Sant Gervasi - Galvany,1838761,Paul,Sarrià-Sant Gervasi,,2.14403,Entire home/apt,43,31,0,,,10,346
28102711,0,7104112,Tinika Sports Services Sl,Eixample,l'Antiga Esquerra de l'Eixample,,2.15892,Hotel room,63,2,0,,,11,70,l'Antiga Esquerra de l'Eixample,7104112,Tinika Sports Services Sl,Eixample,,2.15892,Hotel room,999,1,19,2020-02-20,0.73,11,0
42169123,0,32037490,SweetInn,Eixample,Sant Antoni,,2.1592,Entire home/apt,94,2,8,2020-11-01,1.37,84,0,Sant Antoni,32037490,SweetInn,Eixample,,2.1592,Entire home/apt,85,2,10,2020-10-31,1.05,84,348
24281016,1,182670626,Maria,Nou Barris,la Prosperitat,41.44602,2.18331,Private room,20,2,35,2018-10-08,1.1,1,0,el Clot,191827843,Tony,Sant Martí,41.4105,2.19556,Private room,19,2,3,2019-07-21,0.17,2,165
19937852,1,99738599,Irene,Eixample,la Sagrada Família,41.40554,2.18288,Private room,60,21,1,2017-08-18,0.02,1,90,el Fort Pienc,304618784,Myriam,Eixample,41.40062,2.17917,Private room,37,2,1,2019-11-04,0.07,1,0
42872486,0,64515600,Alguera Industria,Sant Martí,el Camp de l'Arpa del Clot,,2.17684,Entire home/apt,43,32,0,,,19,260,el Camp de l'Arpa del Clot,64515600,Alguera Industria,Sant Martí,,2.17684,Entire home/apt,43,32,0,,,19,230
8284845,0,15168302,Alba,Gràcia,la Vila de Gràcia,41.4084,2.1578,Private room,25,3,17,2018-07-22,0.27,1,364,la Vila de Gràcia,68051395,Isaac,Gràcia,,2.15738,Private room,25,3,104,2020-01-04,1.88,1,350
42886340,0,157250994,Apartment Barcino,Gràcia,la Vila de Gràcia,41.40476,2.16189,Entire home/apt,125,30,0,,,90,365,el Camp d'en Grassot i Gràcia Nova,250606789,Maite,Gràcia,41.40878,2.16189,Private room,50,30,0,,,2,365
45889595,0,308683001,Sant Jordi Hostels,Eixample,l'Antiga Esquerra de l'Eixample,41.39039,2.16089,Shared room,19,1,0,,,15,268,l'Antiga Esquerra de l'Eixample,308683001,Sant Jordi Hostels,Eixample,41.39039,2.16089,Shared room,18,1,0,,,15,268
17135990,0,95976241,Rosi,Ciutat Vella,el Barri Gòtic,41.38428,2.17316,Private room,25,1,0,,,1,179,el Poble Sec,176773076,I Love,Sants-Montjuïc,41.37437,2.17316,Private room,16,30,0,,,1,364
24590040,0,184993404,Adriana De Buho Boutique Rooms,Eixample,la Dreta de l'Eixample,,2.17096,Hotel room,96,1,1,2019-05-01,0.05,12,0,la Dreta de l'Eixample,184993404,Adriana De Buho Boutique Rooms,Eixample,,2.17096,Hotel room,116,1,1,2018-11-30,0.04,12,365
25902377,0,194635069,Valentina,Eixample,l'Antiga Esquerra de l'Eixample,,2.15713,Entire home/apt,53,32,1,2019-03-22,0.05,10,77,l'Antiga Esquerra de l'Eixample,194635069,Valentina,Eixample,,2.15713,Entire home/apt,43,32,0,,,10,261
45969373,0,5614931,Fisa Rentals,Eixample,la Dreta de l'Eixample,,2.17114,Entire home/apt,87,1,1,2020-11-08,0.75,40,362,la Dreta de l'Eixample,5614931,Fisa Rentals,Eixample,,2.17114,Entire home/apt,87,1,1,2020-10-27,0.57,40,351
37112626,0,64515600,Alguera Industria,Sant Martí,el Camp de l'Arpa del Clot,,2.17684,Entire home/apt,43,32,0,,,19,199,el Camp de l'Arpa del Clot,64515600,Alguera Industria,Sant Martí,,2.17684,Entire home/apt,43,32,0,,,19,365
6088098,0,121825,C211,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,,2.14707,Entire home/apt,221,1,32,2020-08-24,0.48,18,363,Sant Gervasi - Galvany,121825,C211,Sarrià-Sant Gervasi,,2.14707,Entire home/apt,221,1,41,2018-10-16,0.51,18,348
23691762,0,174751009,Albert,Eixample,la Sagrada Família,,2.17132,Entire home/apt,57,1,55,2020-08-15,1.71,18,336,la Sagrada Família,54820821,Albert,Eixample,,2.17132,Entire home/apt,222,1,129,2020-10-31,2.62,20,304
886088,0,4653599,Gemma,Eixample,la Dreta de l'Eixample,,2.16628,Entire home/apt,128,3,19,2019-09-22,0.2,7,0,la Dreta de l'Eixample,3165650,Pili,Eixample,,2.16628,Private room,60,3,2,2019-04-22,0.08,2,351
37278198,0,280627266,Cua Ceres,Ciutat Vella,el Barri Gòtic,41.38042,2.17439,Entire home/apt,108,2,21,2020-12-06,1.31,6,207,el Barri Gòtic,280627266,Cua Ceres,Ciutat Vella,,2.17439,Entire home/apt,108,2,33,2020-12-06,2.04,6,212
31707871,1,10708046,Salvatore,Les Corts,la Maternitat i Sant Ramon,41.37749,2.12341,Private room,16,30,2,2020-05-15,0.11,10,365,la Maternitat i Sant Ramon,10708046,Salvatore,Les Corts,41.3784,2.12266,Private room,14,60,0,,,10,364
26350498,1,28388457,Eduardo,Eixample,la Sagrada Família,41.40262,2.16997,Entire home/apt,300,1,24,2020-07-16,0.81,11,323,la Dreta de l'Eixample,96299106,"Olvan 00, S.L.",Eixample,41.39935,2.17392,Entire home/apt,89,2,83,2020-10-13,2.79,7,180
29843869,0,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,,2.16309,Hotel room,57,1,0,,,10,363,la Dreta de l'Eixample,23968212,The Hipstel Paseo De Gracia,Eixample,,2.16309,Hotel room,13,1,38,2020-02-21,1.52,10,364
26794259,0,201483170,Asun,Gràcia,la Salut,41.41408,2.15306,Private room,60,2,29,2019-11-04,0.99,1,0,la Vila de Gràcia,3707801,María Del Rosario,Gràcia,41.40311,2.15306,Private room,31,2,118,2020-03-10,2.02,2,0
4970258,0,396363,Alcambarcelona,Eixample,la Sagrada Família,,2.17802,Entire home/apt,84,2,6,2020-08-02,0.09,92,362,la Sagrada Família,396363,Alcambarcelona,Eixample,,2.17802,Entire home/apt,84,2,7,2020-07-19,0.1,92,365
26800682,0,194635069,Valentina,Eixample,l'Antiga Esquerra de l'Eixample,,2.15713,Entire home/apt,43,32,0,,,10,291,l'Antiga Esquerra de l'Eixample,217210393,Paola,Eixample,,2.15713,Entire home/apt,43,32,0,,,7,76
721470,0,3724467,EasySleep,Eixample,el Fort Pienc,,2.17697,Entire home/apt,105,3,20,2020-11-29,1.48,11,0,el Fort Pienc,3724467,EasySleep,Eixample,,2.17697,Entire home/apt,143,3,14,2020-08-16,0.35,11,307
18918163,0,128959838,Jordi,Eixample,la Dreta de l'Eixample,41.3879,2.16803,Entire home/apt,225,1,50,2020-03-04,0.79,37,1,la Dreta de l'Eixample,128959838,Jordi,Eixample,41.3879,2.16803,Entire home/apt,116,1,9,2019-12-01,0.13,37,1
25927223,0,174751009,Albert,Eixample,la Sagrada Família,,2.17132,Entire home/apt,78,1,52,2020-03-12,1.71,18,309,la Sagrada Família,174751009,Albert,Eixample,,2.17132,Entire home/apt,70,1,92,2020-12-09,2.77,18,292
30265431,0,157746231,Natalia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38985,2.18117,Entire home/apt,47,32,1,2019-05-03,0.05,63,365,"Sant Pere, Santa Caterina i la Ribera",193618270,Alba,Ciutat Vella,41.38882,2.18117,Entire home/apt,22,32,0,,,120,365
16742086,0,89472628,Yi,Sants-Montjuïc,Hostafrancs,41.37745,2.14418,Entire home/apt,250,3,72,2020-03-08,1.65,1,0,la Nova Esquerra de l'Eixample,154174693,María Π.,Eixample,41.38801,2.14418,Entire home/apt,133,3,49,2020-03-09,1.36,1,0
13663333,0,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,,2.16012,Entire home/apt,46,32,2,2019-07-15,0.04,28,84,la Dreta de l'Eixample,43565515,Homes In Blue,Eixample,,2.16012,Entire home/apt,192,2,33,2020-01-03,0.63,28,242
45970689,0,5614931,Fisa Rentals,Les Corts,les Corts,41.38521,2.14063,Entire home/apt,132,1,0,,,40,360,les Corts,5614931,Fisa Rentals,Les Corts,41.38521,2.14063,Entire home/apt,109,1,0,,,40,365
17457434,0,16145202,Steven,Ciutat Vella,el Barri Gòtic,41.38363,2.17668,Private room,77,1,219,2020-03-15,4.74,2,166,el Barri Gòtic,192130588,Joan,Ciutat Vella,41.38253,2.17668,Private room,30,3,31,2020-03-15,1.79,2,86
21390925,1,139063900,Deco Apartments Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,41.39176,2.15327,Entire home/apt,106,1,48,2020-11-14,1.74,35,142,l'Antiga Esquerra de l'Eixample,139063900,Deco Apartments Barcelona,Eixample,41.39375,2.15232,Entire home/apt,106,1,69,2020-11-13,1.85,35,141
18918163,0,128959838,Jordi,Eixample,la Dreta de l'Eixample,41.3879,2.16803,Entire home/apt,225,1,50,2020-03-04,0.79,37,1,la Dreta de l'Eixample,128959838,Jordi,Eixample,41.3879,2.16803,Entire home/apt,225,1,7,2020-01-05,0.1,37,1
26551159,0,121825,C211,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,,2.14707,Entire home/apt,81,30,1,2020-06-30,0.17,18,353,Sant Gervasi - Galvany,121825,C211,Sarrià-Sant Gervasi,,2.14707,Entire home/apt,87,30,1,2017-09-15,0.03,18,293
34918913,0,166548554,Juan Luis,Gràcia,la Vila de Gràcia,41.39769,2.15676,Entire home/apt,95,1,7,2019-12-30,0.43,5,0,la Salut,1688452,Sofia,Gràcia,41.41105,2.15676,Private room,20,1,30,2018-09-19,0.37,1,0
13663120,0,43565515,Homes In Blue,Eixample,la Dreta de l'Eixample,,2.16012,Entire home/apt,192,2,19,2020-03-17,0.6,28,227,la Dreta de l'Eixample,43565515,Homes In Blue,Eixample,,2.16012,Entire home/apt,100,2,54,2020-10-30,1.05,28,348
42472961,1,301510640,Carlos,Horta-Guinardó,el Guinardó,41.4194,2.17988,Private room,21,1,4,2020-07-24,0.42,2,362,el Coll,60066414,Manoli,Gràcia,41.41919,2.15126,Private room,50,1,1,2018-06-30,0.03,1,0
42501057,0,338459648,Gemma,Gràcia,la Vila de Gràcia,41.40041,2.15754,Entire home/apt,65,32,0,,,1,267,Sant Gervasi - Galvany,5264883,Unique,Sarrià-Sant Gervasi,,2.13848,Entire home/apt,65,32,0,,,38,0
870256,0,396363,Alcambarcelona,Les Corts,les Corts,,2.12919,Entire home/apt,96,2,18,2020-10-18,0.19,92,364,les Corts,396363,Alcambarcelona,Les Corts,,2.12919,Entire home/apt,105,2,2,2019-08-20,0.06,92,365
17314782,0,54820821,Albert,Eixample,la Sagrada Família,,2.17132,Entire home/apt,222,1,150,2020-11-27,3.24,20,309,la Sagrada Família,174751009,Albert,Eixample,,2.17132,Entire home/apt,57,1,55,2020-08-15,1.71,18,336
45947679,0,308683001,Sant Jordi Hostels,Eixample,l'Antiga Esquerra de l'Eixample,41.39039,2.16089,Shared room,20,1,0,,,15,263,l'Antiga Esquerra de l'Eixample,308683001,Sant Jordi Hostels,Eixample,,2.16089,Shared room,20,1,0,,,15,260
21995015,0,491007,Illacat Apartments,Eixample,la Sagrada Família,,2.17453,Entire home/apt,34,32,8,2019-11-30,0.24,25,262,la Sagrada Família,491007,Illacat Apartments,Eixample,,2.17453,Entire home/apt,81,1,43,2020-12-01,1.5,25,345
35669939,0,266217070,Ana,Eixample,l'Antiga Esquerra de l'Eixample,41.38473,2.16099,Entire home/apt,48,32,0,,,10,120,l'Antiga Esquerra de l'Eixample,266217070,Ana,Eixample,41.38473,2.16099,Entire home/apt,44,32,0,,,10,262
35436113,0,187849686,Gabriel,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38793,2.17879,Private room,42,1,11,2020-01-01,0.59,2,365,la Sagrada Família,168187518,Esther,Eixample,41.4017,2.17879,Entire home/apt,140,1,38,2020-02-12,1.1,3,365
3645268,0,1228590,Antonio,Eixample,la Dreta de l'Eixample,,2.16305,Entire home/apt,308,2,224,2020-02-01,2.88,5,363,la Dreta de l'Eixample,1228590,Antonio,Eixample,,2.16305,Entire home/apt,313,2,110,2020-02-25,1.87,5,286
